,input_claim_ids,used_words_and_synonyms
10,tweet-sno-10,"['’', 'see', 'understand', 'witness', 'visualize', 'learn', 'watch', 'meet', 'determine', 'visit', 'attend', 'go_steady', 'examine', 'experience', 'interpret', 'video', 'video_recording', 'television', 'french', 'dad', 'ask', 'necessitate', 'bargain', 'buy', 'bribe', 'son', 'm', 'christmas', '’', 'spectator', 'colossal', 'misinterpretation', 'mistake', 'misconstrue']"
11,tweet-sno-11,"['d', '.', 'complete_blood_count', '.', '.', 'pay', 'give', 'pay_up', 'yield', 'paid', 'nonrecreational', 'gainful', 'canadian', 'tax', '$', '$', '$', 'yet', 'so_far', 'even', 'however', 'continually', 'get', 'become', 'receive', 'arrive', 'bring', 'experience', 'pay_back', 'have', 'induce', 'grow', 'contract', 'make', 'drive', 'catch', 'scram', 'draw', 'perplex', 'get_down', 'suffer', 'beget', 'away', 'aside', 'off', 'politically', 'charge', 'tear', 'appoint', 'commit', 'consign', 'agitate', 'load', 'blame', 'charged', 'aerated', 'bias', 'diagonal', '.', '`', 'delete', 'erase', 'edit', 'trump', 'cornet', 'outdo', 'home', 'dwelling', 'home_plate', 'base', 'family', 'alone', 'entirely', 'two', ""'"", '#', 'd']"
12,tweet-sno-12,"['earlier', 'early', 'sooner', 'in_the_first_place', 'today', 'nowadays', ',', 'news', 'news_program', 'newsworthiness', 'mercantile_establishment', 'wall_socket', 'exit', 'release', 'accurately', 'report', 'reported', 'subcontractor', 'one', 'matchless', 'seller', 'exploitation', 'use', 'practice', 'prison', 'worker', 'proletarian', 'actor', 'brand', 'shuffle', 'make', 'induce', 'cause', 'produce', 'draw', 'create', 'gain', 'do', 'form', 'reach', 'construct', 'name', 'have', 'lay_down', 'hold', 'take', 'stool', 'cook', 'seduce', 'telephone', 'phone', 'earphone', 'call', 'cry', 'birdcall', 'margin_call', 'call_option', 'shout', 'visit', 'address', 'bid', 'predict', 'behalf', 'political_campaign', 'campaign', 'crusade', '.', 'learning', 'eruditeness', 'learn', 'memorize', 'teach', 'determine', ',', 'immediately', 'end', 'complete', 'relationship', 'kinship', 'company', 'caller', 'party', ""ship's_company"", '.', 'full_moon', 'full', 'wax', 'entire', 'broad', 'wide', 'fully', 'statement', 'argument', 'affirmation', 'instruction', ':']"
13,tweet-sno-13,"['photograph', '(', 'menorah', 'defy', 'nazi', 'national_socialist', 'rule', 'convention', 'principle', 'dominion', 'govern', 'predominate', ',', '1', ')', 'take', 'lead', 'assume', 'bring', 'choose', 'accept', 'fill', 'consider', 'necessitate', 'film', 'remove', 'consume', 'learn', 'claim', 'aim', 'carry', 'lease', 'subscribe', 'contain', 'drive', 'contract', 'interpreted', 'taken', 'rise', 'rebellion', 'arise', 'surface', 'originate', 'ascend', 'wax', 'heighten', 'get_up', 'rebel', 'resurrect', 'rising', 'acclivitous', 'emerging', 'power', 'ability', 'office', 'exponent', 'might', 'world_power', 'baron', ',', 'symbol', 'belief', 'impression', 'jew', 'c', 'w', 'survive', 'exist', 'outlive', 'a', '.', 'hazard', 'risk', 'gamble', 'person', 'pickings', 'fetching', 'must', 'mustiness', 'confront', 'front', 'face', 'faced', 'about', 'impossible', 'imagine', 'think', '.', 'happy', 'felicitous', 'glad']"
14,tweet-sno-14,"['every', 'reporter', 'must', 'mustiness', 'ask', 'necessitate', 'l', 'still', 'hush', 'distillery', 'calm', 'inactive', 'silent', 'placid', 'however', 'even', 'belief', 'impression', 'believe', 'think', 'standard', 'criterion', 'set', 'stage_set', 'bent', 'hardening', 'put', 'determine', 'specify', 'fix', 'arrange', 'plant', 'jell', 'typeset', 'sic', 'place', 'rig', 'set_up', 'adjust', 'fructify', 'dress', 'fit', 'fixed', 'located', 'laid', 'determined', 'hardened', 'remove', 'get_rid_of', 'take_out', 'absent', 'murder', 'president', 'president_of_the_united_states', 'impeachment', 'bill', 'circular', 'poster', 'beak', 'charge', 'placard', 'clinton']"
15,tweet-sno-15,"['w', 'list', 'number', 'listed', 'united_states', 'uracil', 'uranium', 'u', 'free', 'rid', 'dislodge', 'exempt', 'absolve', 'release', 'unblock', 'complimentary', 'detached', 'spare', 'barren', 'loose', 'trade', 'deal', 'craft', 'trade_wind', 'barter', 'spouse', 'collaborator', 'partner', 'department_of_agriculture', 'web_site', '?', '?']"
16,tweet-sno-16,"['remove', 'get_rid_of', 'take_out', 'absent', 'murder', 'removed', 'distant', 'kingdom', 'w', 'list', 'tilt', 'number', 'united_states', 'uracil', 'uranium', 'u', 'free', 'rid', 'dislodge', 'exempt', 'absolve', 'release', 'unblock', 'complimentary', 'detached', 'spare', 'barren', 'loose', 'trade', 'deal', 'craft', 'trade_wind', 'barter', 'spouse', 'collaborator', 'partner', ',', 'relationship', 'kinship', 'always', 'constantly', 'strong', 'potent', 'impregnable', 'solid', 'hard', 'firm']"
17,tweet-sno-17,"['clear', 'open', 'unclutter', 'clear_up', 'authorize', 'pass', 'net', 'gain', 'acquit', 'clean', 'well-defined', 'absolved', 'clearly', ',', 'son', 'buy', 'bribe', '#', 't', 'hat', 'money', 'flea', 'market', 'grocery_store', 'marketplace', 'commercialize', 'week', 'workweek', 'ago', '.', 'proud', 'gallant', 'wear', 'clothing', 'break', 'tire', '.', 'school', 'educate', ',', 'due', 'ascribable', 'immediate', 'contiguous', 'bullying', 'strong-arm', 'browbeat', 'blustery', 'put_option', 'put', 'frame', 'invest', 'place', 'arrange', 'away', 'aside', 'off', '&', 'n', ',', 'sadly', 'deplorably', 'damage', 'price', 'wrong', 'already', 'make', 'perform', 'do', 'cause', 'practice', 'suffice', 'act', 'serve', 'dress', 'done', '&', 'target', 'prey', 'aim', '.']"
18,tweet-sno-18,"['’', 'dead', 'all_in', 'abruptly', 'absolutely', 'bitch', 'cunt', 'gripe', 'backbite', 'i', 'large', 'big', 'bad', 'boastful', 'adult', 'boastfully']"
19,tweet-sno-19,"['jack', 'mariner', 'laborer', 'jackfruit', 'jacklight', ""'"", ""florist's_chrysanthemum"", 'ma', 'mum', 'state', 'allege', 'suppose', 'read', 'order', 'pronounce', 'say', 'aforesaid', ':', '`', 'hospital', 'staff', 'helpful', 'c', 'merely', 'just', 'simply', 'plainly', 'n', 'enough', 'adequate', 'bed', 'seam', 'layer', 'sleep_together', 'go_to_bed', 'header', 'cope', 'high', 'senior_high_school', 'high_gear', 'eminent', 'gamey', 'degree', 'grade', 'level', 'horizontal_surface', 'floor', 'flush', 'charge', 'flat', 'tied', 'demand', 'requirement', 'need', 'necessitate', '.', ""'"", 'black', 'disgraceful', 'consequence', 'solution', 'result', 'resultant_role', 'leave', 'decade', 'ten', 'conservative', '.', 'vote', 'right_to_vote', 'save', 'salvage', 'deliver', 'spare', 'keep_open', 'write', 'new_hampshire', 'thursday', '.']"
20,tweet-sno-20,"['try', 'test', 'judge', 'sample', 'hear', 'try_on', 'tested', 'show', 'display', 'appearance', 'prove', 'testify', 'picture', 'express', 'indicate', 'read', 'usher', 'b', 'painting', 'mental_picture', 'movie', 'video', 'word_picture', 'photograph', 'visualize', 'jack', 'mariner', 'laborer', 'jackfruit', 'jacklight', 'w', '.', '4', 'suspect', 'distrust', 'suspected', 'pneumonia', 'coerce', 'impel', 'push', 'force', 'wedge', 'pull', 'storm', 'forced', 'constrained', 'lie', 'dwell', 'lie_down', 'pile', 'batch', 'down', 'voltaic_pile', 'atomic_pile', 'stack', 'throng', 'coat', 'coating', 'floor', 'shock', 'deck', 'leeds', 'hospital', '.', 'autopsy', 'promethium', 'prime_minister', 'phase_modulation', 'catch', 'snap_up', 'grab', 'telephone', 'phone', 'earphone', 'call', 'put_option', 'put', 'frame', 'invest', 'place', 'arrange', 'pocket', 'pouch', 'scoop', 'air_pocket', ':', 'i', '|']"
21,tweet-sno-21,"['stop', 'arrest', 'stop_consonant', 'period', 'diaphragm', 'catch', 'blockage', 'discontinue', 'break', 'check', 'intercept', 'end', 'barricade', 'hold_on', 'sitting', 'present', 'model', 'pose', 'put', 'perplex', 'dad', 'e', 'know', 'acknowledge', 'sleep_together', 'w', 'use', 'function', 'consumption', 'habit', 'manipulation', 'practice', 'sociable', 'social', 'medium', 'culture_medium', 'metier']"
22,tweet-sno-22,"['w', 'imperativeness', 'press', 'crush', 'wardrobe', 'urge', 'weigh', 'compress', 'crusade', 'iron', 'weight-lift', 'bid', 'secretary', 'repository', 'two', 'deuce', 'couple', 'duet', '’']"
23,tweet-sno-23,"['one-third', 'third_base', 'third', 'third_gear', 'spill', 'spillway', 'along', 'anchor', 'keystone', 'grapevine', 'pipeline', '’', 'path', 'road', 'route', 'lupus_erythematosus', 'less', 'three', 'trey', 'old_age', 'long_time', 'days', 'year', 'class', '.', 'undertaking', 'project', 'stick_out', 'plan', 'visualize', 'like', 'wish', 'alike', 'comparable', 'continue', 'proceed', 'retain', 'stay', 'cover', 'pollute', 'earth', 'land', 'worldly_concern', 'ground', 'close', 'exclude', 'shut', 'closed', 'good', 'commodity', 'full', 'estimable', 'beneficial', 'adept', 'dear', 'dependable', 'effective', 'well', 'thoroughly', 'replace', 'supplant', 'substitute', 'hundred', '%', 'clean_and_jerk', 'clean', 'houseclean', 'cleanse', 'scavenge', 'uninfected', 'blank', 'fairly', 'energy', 'department_of_energy', '.', '#', 'z']"
24,tweet-sno-24,"['…', 'addition', 'accession', 'summation', ',', 'privation', 'lack', 'need', 'wish', 'desire', 'want', 'meet', 'converge', 'suffer', 'touch', 'fitting', 'accuser', ',', 'show', 'present', 'stage', 'award', 'give', 'deliver', 'introduce', 'portray', 'confront', 'salute', 'second', 'moment', 'second_base', 'second_gear', 'irregular', '&', 'one-third', 'third_base', 'third', 'third_gear', 'hand', 'hired_hand', 'handwriting', 'bridge_player', 'pass', 'information', 'data', ',', 'besides', 'person', 'illegally', 'yield', 'hold', 'render', 'impart', 'establish', 'sacrifice', 'grant', 'move_over', 'feed', 'contribute', 'collapse', 'afford', ',', 'largely', 'incorrect', 'wrong', 'faulty', ',', '“', 'w', '”', 'spying', 'detection', 'descry', 'spy', 'united_states_government', 'united_states', 'president', 'president_of_the_united_states', '?', 'large', 'big', 'bad', 'boastful', 'adult', 'boastfully', 'consequence', '!']"
25,tweet-sno-25,"['holy_place', 'holy', 'crap', 'bullshit', 'jack', 'shit', 'asshole', 'damn', 'denounce', 'stool', 'michael', 'k', 'daily', 'casual', 'day_by_day', 'wire', 'telegram', 'cable', 'electrify', 'name', 'call', 'shout', 'visit', 'address', 'bid', 'predict', 'g', 't', '“', 'mentally', 'ailment', 'ill', 'swedish', 'c', '”', 'c', 'torus', 'tear', 'pluck']"
26,tweet-sno-26,"['trump', 'cornet', 'outdo', 'visit', 'travel_to', 'inflict', 'chew_the_fat', 'united_states', 'uracil', 'uranium', 'u', 'boundary_line', 'margin', 'edge', 'molding', 'border', 'surround', 'bound', 'frame', 'week', 'workweek', '&', 'state', 'allege', 'suppose', 'read', 'order', 'pronounce', 'say', 'aforesaid', 'rock', 'rock_candy', ""rock_'n'_roll"", 'climber', 'social_climber', 'mounter', 'crampon', 'test', 'screen', 'quiz', 'tested', 'wall', 'rampart', '&', 'agree', 'match', 'harmonize', 'agreed', 'climb', 'wax', 'rise', '.', 'mexican', 'turn', 'change_state', 'become', 'change_by_reversal', 'plow', 'twist', 'flex', 'call_on', 'sour', 'turned', 'off', '’', 'tourist', 'attraction', 'drawing_card', '&', 'playing', 'acting', 'play', 'act', 'toy', 'dally', 'bring', 'bet', 'meet', 'game', 'plot', 'bet_on', 'crippled', 'see', 'understand', 'witness', 'visualize', 'learn', 'watch', 'determine', 'attend', 'go_steady', 'examine', 'experience', 'interpret', 'ascent', 'fast', 'debauched', 'flying', 'firm', 'quickest', ',', 'ladder', 'run', 'rope', 'r-2', 'lasso', 'necessitate', 'want', 'need', 'needed', '.', 'record', 'phonograph_record', 'criminal_record', 'commemorate', 'forty-five', 'second', 'moment', 'second_base', 'second_gear', 'irregular']"
27,tweet-sno-27,"['united_states', 'america', 'governor', '’', 'wear', 'break', 'tire', 'worn', 'careworn', 'blackface', 'black', 'total_darkness', 'blacken', 'bootleg', '.']"
28,tweet-sno-28,"['trump', 'cornet', 'outdo', 'say', 'state', 'allege', 'suppose', 'read', 'order', 'pronounce', '“', 'crime', '’', 'investigate', '’', 'president', 'president_of_the_united_states', 'unite', 'unify', 'connect', 'united', 'joined', 'state_of_matter', 'country', 'department_of_state', 'submit', 'express', '”', '“', '”', '?', '#', 'i']"
29,tweet-sno-29,"['south', 'confederacy', 'bend', 'bending', 'fold', 'flex', 'crouch', 'deflect', 'mayor', '2', 'democratic', 'aspirant', 'hopeful', 'bright', 'p', 'b', 'plan', 'design', 'a', 'f', 'protest', 'sunday', ',', 'september', 'twenty-second', '.']"
30,tweet-sno-30,"['trump', 'cornet', 'outdo', 'political_campaign', 'campaign', 'crusade', 'p', 'm', 'hat', 'photograph', 'take', 'lead', 'assume', 'bring', 'choose', 'accept', 'fill', 'consider', 'necessitate', 'film', 'remove', 'consume', 'learn', 'claim', 'aim', 'carry', 'lease', 'subscribe', 'contain', 'drive', 'contract', 'interpreted', 'taken', 'london', 'p', 'british', 'national', 'home', 'try', 'test', 'judge', 'sample', 'hear', 'try_on', 'trying', 'nerve-racking', 'base_on_balls', 'pass', 'bye', 'crack', 'passing', 'pas', 'travel_by', 'legislate', 'elapse', 'run', 'happen', 'spend', 'guide', 'communicate', 'evanesce', 'exceed', 'sink', 'fall', 'authorize', 'die', 'excrete', ',', '“', 'see', 'understand', 'witness', 'visualize', 'watch', 'meet', 'determine', 'visit', 'attend', 'go_steady', 'examine', 'experience', 'interpret', ',', 'black', 'total_darkness', 'blacken', 'bootleg', 'people', 'citizenry', 'multitude', 'united_states', 'america', 'love', 'beloved', 'sexual_love', 'sleep_together', '!', '”', 'merely', 'just', 'simply', 'plainly', '*', 'chef', 'kiss', 'snog', '*', '.', 'well', 'good', 'make', 'perform', 'do', 'cause', 'practice', 'suffice', 'act', 'serve', 'dress', 'done', ',', 'd', '.']"
31,tweet-sno-31,"['alabama', 'legalize', 'sibling', 'incest', 'marriage', 'ban', 'banish', 'banned', 'abortion', 'miscarriage', ',', 'say', 'state', 'allege', 'suppose', 'read', 'order', 'pronounce', 'gross', 'megascopic', 'arrant', 'crude', 'crying', 'despicable', ',', '’', 'departure', 'passing', 'going', 'travel', 'go', 'become', 'run', 'proceed', 'sound', 'function', 'run_low', 'move', 'survive', 'die', 'belong', 'start', 'blend', 'fit', 'rifle', 'plump', 'fail', 'beginning', 'startle', 'starting_signal', 'get_down', 'begin', 'depart', 'originate', 'company', 'caller', 'party', ""ship's_company"", 'sell', 'deal', 'betray', 'three', 'trey', 'arm', 'armed', 'shirt', 'legged', 'bloomers', 'pant', 'trouser', 'gasp', 'hill', 'mound', 'eyes', 'eye', 'center', 'degree_fahrenheit', 'fluorine', 'farad', 'f', '*', 'c', 'pop', 'crop_up', 'toss_off']"
32,tweet-sno-32,"['another', 'announcement', 'make', 'induce', 'cause', 'produce', 'draw', 'create', 'gain', 'do', 'form', 'reach', 'construct', 'name', 'have', 'lay_down', 'hold', 'take', 'stool', 'cook', 'seduce', 'made', 'ordering', 'order', 'regulate', 'ordain', 'arrange', 'rate', 'bahamian', 'w', 'united_states', 'uracil', 'uranium', 'u', 'visa', 'disembark', 'ferry', '—', 'let', 'permit', 'allow', 'leave', 'admit', 'give_up', 'evacuate', '.', 'state', 'tell', 'assure', 'distinguish', 'boarding', 'board', 'oklahoma', 'o', 'all_right', 'very_well', 'pass', 'passport', 'recommendation', 'clean_and_jerk', 'clean', 'houseclean', 'cleanse', 'scavenge', 'uninfected', 'blank', 'fairly', 'police', 'patrol', 'record', 'phonograph_record', 'criminal_record', 'read', 'commemorate', '.', 's', 'change', 'switch', 'exchange', 'transfer', 'deepen', 'changed', '.']"
33,tweet-sno-33,"['hurricane', 'dorian', 'wash', 'moisten', 'lave', 'washed', 'brick', 'cocaine', 'florida', '’', 'seashore', 'coast', 'slide']"
34,tweet-sno-34,"['unite', 'unify', 'connect', 'united', 'joined', 'state', 'state_of_matter', 'country', 'department_of_state', 'submit', 'express', '1', 'safe', 'dependable', 'nation', 'area', 'universe', 'world', 'earth', 'populace', 'worldly_concern', 'global', '.', '1', 'sixty-fifth', 'stopping_point', 'last', 'death', 'end', 'survive', 'concluding', 'final', 'year', 'class', '.', 'hide', 'fell', 'fly', 'fall', 'descend', 'precipitate', 'decrease', 'accrue', 'hang', 'barbarous', 'fifty-three', 'topographic_point', 'place', 'stead', 'home', 'position', 'seat', 'plaza', 'space', 'put', 'rate', 'locate', 'target', 'identify', 'set', 'invest', 'station', 'one', '.', 'overwhelm', 'submerge', 'overpower', 'overpowering', 'consuming', 'majority', 'united_states', 'uracil', 'uranium', 'u', '.', 'i', 'e', 'say', 'allege', 'suppose', 'read', 'order', 'pronounce', '.', 'dangerous', 's', '.']"
35,tweet-sno-35,"['’', 'great', 'bang-up', 'capital', 'big', 'example', 'model', 'exemplar', 'case', 'exercise', '’', 'proud', 'gallant', 'iceland', '🇮', 'penny', 'visiting', 'visit', 'travel_to', 'inflict', 'chew_the_fat', 'state', 'country', 'nation', 'area', 'e', 'shock', 'desecrate', 'rape', 'indignant', '.', 'mayor', 'reykjavik', ',', 'large', 'bad', 'boastful', 'adult', 'firm', 'tauten', 'company', 'caller', 'party', ""ship's_company"", ',', 'e', ',', '’', 'flight', 'fly', 'flee', 'vanish', 'fast-flying', 'flying', 'homosexual', 'cheery', 'gay', 'brave', 'flag', 'masthead', 'iris', 'pin', 'sag', 'ease_up', '.', 'see', 'understand', 'witness', 'visualize', 'learn', 'watch', 'meet', 'determine', 'attend', 'go_steady', 'examine', 'experience', 'interpret', 'everywhere', 'sojourn', '.']"
36,tweet-sno-36,"['two', 'new_york', 'woman', 'charwoman', 'womanhood', 'action', 'friday', 'breakage', 'interrupt', 'break', 'transgress', 'break_in', 'violate', 'better', 'unwrap', 'fail', 'dampen', 'separate', 'demote', 'bankrupt', 'collapse', 'break_dance', 'pause', 'crack', 'fracture', 'legs', 'leg', 'branch', 'peg', 'stage', 'ride', 'tease', 'drive', 'depend_on', 'close', 'close_up', 'conclude', 'closed', 'shut', 'myrtle', 'beach', 'amusement', 'entertainment', 'park', 'ballpark', 'parking_lot', 'slide', 'swoop', 'chute', 'skid', 'slither', 'early', 'early_on', 'hours', 'hour', 'morning', 'good_morning', 'dawn', 'stopping_point', 'last', 'death', 'end', 'survive', 'concluding', 'final', 'year', 'class', '.', 'lawyer', 'dismiss', 'displace', 'dissolve', 'discharged', 'suit', 'lawsuit', 'courtship', 'befit', 'become', 'monday', 'serve', 'service', 'suffice', 'defendant', '.', 'background', 'setting', 'backdrop', ':']"
37,tweet-sno-37,"['odessa', 'taw', 'shot', 'shooter', 'gunman', '’', 'name', 'appoint', 'mention', 'identify', 'list', 'diagnose', 'seth', 'set', 'a', ',', 'democrat', 'socialist', 'socialistic', 'b', 'spine', 'gummed_label', 'poser', 'dagger', 'truck', 'hand_truck', '.']"
38,tweet-sno-38,"['sound', 'audio', 'phone', 'strait', 'voice', 'fathom', 'like', 'wish', 'alike', 'comparable', '“', 'system', 'arrangement', 'organization', '”', 'fail', '–', 'seth', 'set', 'a', 'criminal', 'condemnable', 'record', 'phonograph_record', 'criminal_record', 'read', 'commemorate', 'b', 's', 'support', 'documentation', 'accompaniment', 'back', 'hold', 'confirm', 'subscribe', 'corroborate', 'defend', 'patronize', 'digest', 'belief', 'impression', 'progressive', 'liberal', 'forbid', 'forbidden', 'banned', 'own', 'entree', 'access', 'weapon', '–', 'clearly', 'intelligibly', 'distinctly', 'trust', 'believe', 'hope', 'entrust', 'sure', 'duty', 'province', 'responsibility']"
39,tweet-sno-39,"['black', 'total_darkness', 'blacken', 'bootleg', 'sketch', 'draft', 'delineate', 'defined', 'area', 'sphere', 'outdated', 'n', 'dorian', 'graphic', 'trump', 'cornet', 'outdo', 'use', 'practice', 'used', 'exploited', 'secondhand', 'update', 'add', 'lend', 'total', 'part', 'region', 'function', 'character', 'share', 'contribution', 'separate', 'depart', 'partially', 'official', 'prognosis', 'forecast', 'calculate', 'bode', '.']"
40,tweet-sno-40,"['alabama', 'see', 'understand', 'witness', 'visualize', 'learn', 'watch', 'meet', 'determine', 'visit', 'attend', 'go_steady', 'examine', 'experience', 'interpret', 'impact', 'impingement', 'shock', 'affect', '#', 'dorian', '.', 'repeat', 'duplicate', 'recur', 'reprise', ',', 'hurricane', '#', 'felt', 'feel', 'find', 'palpate', 'across', '.', 'system', 'arrangement', 'organization', 'stay', 'remain', 'persist', 'army_for_the_liberation_of_rwanda', 'far', 'east', '.', '#', 'a']"
41,tweet-sno-41,"['hurricane', 'dorian', 'already', 'lay_waste_to', 'devastate', 'bahamas', 'great', 'bang-up', 'capital', 'big', 'state', 'state_of_matter', 'country', 'department_of_state', 'submit', 'express', 'florida', '.', 'please', 'aid', 'assistant', 'avail', 'help', 'help_oneself', 'serve', 'united_states', 'uracil', 'uranium', 'u', 'victim', 'giving', 'give', 'yield', 'hold', 'render', 'impart', 'establish', 'sacrifice', 'pass', 'grant', 'move_over', 'feed', 'contribute', 'collapse', 'afford', 'huge', 'contribution', 'clinton', 'foundation', 'basis', 'foundation_garment', 'initiation', 'today', 'nowadays', '.', 'rebuild', 'haiti', 'hispaniola', ""'"", 'nassau', 'orlando', '.']"
